STATION,date,DEPTH,LAYER,PARAMETER,AvgValue,LAB,METHOD,PROBLEM,TOTAL_DEPTH
TF1.6,9/5/2013,0.5,S,CHLA,32.4,CBL,L01,,6.5
TF1.6,9/5/2013,0.5,S,SALINITY,1.66,,F01,,6.5
TF1.6,9/5/2013,1,M,SALINITY,1.66,,F01,,6.5
TF1.6,9/5/2013,2,M,SALINITY,1.65,,F01,,6.5
TF1.6,9/5/2013,3,AP,CHLA,33.64,CBL,L01,,6.5
TF1.6,9/5/2013,3,AP,SALINITY,1.66,,F01,,6.5
TF1.6,9/5/2013,5,B,CHLA,33.11,CBL,L01,,6.5
TF1.6,9/5/2013,5,B,SALINITY,1.7,,F01,,6.5
TF1.6,10/24/2013,0.5,S,CHLA,5.87,CBL,L01,,8.5
TF1.6,10/24/2013,0.5,S,SALINITY,0,,F01,,8.5
TF1.6,10/24/2013,1,M,SALINITY,0,,F01,,8.5
TF1.6,10/24/2013,2,M,SALINITY,0,,F01,,8.5
TF1.6,10/24/2013,3,AP,CHLA,5.34,CBL,L01,,8.5
TF1.6,10/24/2013,3,AP,SALINITY,0,,F01,,8.5
TF1.6,10/24/2013,7.5,B,CHLA,6.94,CBL,L01,,8.5
TF1.6,10/24/2013,7.5,B,SALINITY,0,,F01,,8.5
TF1.6,11/5/2013,0.5,S,CHLA,6.94,CBL,L01,,8
TF1.6,11/5/2013,0.5,S,SALINITY,0.92,,F01,,8
TF1.6,11/5/2013,1,M,SALINITY,0.95,,F01,,8
TF1.6,11/5/2013,2,M,SALINITY,0.99,,F01,,8
TF1.6,11/5/2013,3,AP,CHLA,7.48,CBL,L01,,8
TF1.6,11/5/2013,3,AP,SALINITY,1,,F01,,8
TF1.6,11/5/2013,7,B,CHLA,6.94,CBL,L01,,8
TF1.6,11/5/2013,7,B,SALINITY,1.11,,F01,,8
TF1.6,12/5/2013,0.5,S,CHLA,4.27,CBL,L01,,7
TF1.6,12/5/2013,0.5,S,SALINITY,0.55,,F01,,7
TF1.6,12/5/2013,1,M,SALINITY,0.56,,F01,,7
TF1.6,12/5/2013,2,M,SALINITY,0.58,,F01,,7
TF1.6,12/5/2013,3,AP,CHLA,4.81,CBL,L01,,7
TF1.6,12/5/2013,3,AP,SALINITY,0.6,,F01,,7
TF1.6,12/5/2013,6,B,CHLA,6.94,CBL,L01,,7
TF1.6,12/5/2013,6,B,SALINITY,0.63,,F01,,7
TF1.6,2/6/2014,0.5,S,CHLA,7.48,CBL,L01,,6.5
TF1.6,2/6/2014,0.5,S,SALINITY,0,,F01,,6.5
TF1.6,2/6/2014,1,M,SALINITY,0,,F01,,6.5
TF1.6,2/6/2014,2,M,SALINITY,0,,F01,,6.5
TF1.6,2/6/2014,3,AP,CHLA,5.34,CBL,L01,,6.5
TF1.6,2/6/2014,3,AP,SALINITY,0,,F01,,6.5
TF1.6,2/6/2014,5,B,CHLA,5.34,CBL,L01,,6.5
TF1.6,2/6/2014,5,B,SALINITY,0,,F01,,6.5
TF1.6,3/12/2014,0.5,S,CHLA,6.94,CBL,L01,,7.5
TF1.6,3/12/2014,0.5,S,SALINITY,0.25,,F01,,7.5
TF1.6,3/12/2014,1,M,SALINITY,0.26,,F01,,7.5
TF1.6,3/12/2014,2,M,SALINITY,0.21,,F01,,7.5
TF1.6,3/12/2014,3,AP,CHLA,6.94,CBL,L01,,7.5
TF1.6,3/12/2014,3,AP,SALINITY,0.3,,F01,,7.5
TF1.6,3/12/2014,6,B,CHLA,6.41,CBL,L01,,7.5
TF1.6,3/12/2014,6,B,SALINITY,0.3,,F01,,7.5
TF1.6,4/1/2014,0.5,S,CHLA,7.48,CBL,L01,,7
TF1.6,4/1/2014,0.5,S,SALINITY,0,,F01,,7
TF1.6,4/1/2014,1,M,SALINITY,0,,F01,,7
TF1.6,4/1/2014,2,M,SALINITY,0,,F01,,7
TF1.6,4/1/2014,3,AP,CHLA,6.41,CBL,L01,,7
TF1.6,4/1/2014,3,AP,SALINITY,0,,F01,,7
TF1.6,4/1/2014,6,B,CHLA,4.27,CBL,L01,,7
TF1.6,4/1/2014,6,B,SALINITY,0,,F01,,7
TF1.6,5/8/2014,0.5,S,CHLA,12.82,CBL,L01,,6.5
TF1.6,5/8/2014,0.5,S,SALINITY,0,,F01,,6.5
TF1.6,5/8/2014,1,M,SALINITY,0,,F01,,6.5
TF1.6,5/8/2014,2,M,SALINITY,0,,F01,,6.5
TF1.6,5/8/2014,3,AP,CHLA,9.61,CBL,L01,,6.5
TF1.6,5/8/2014,3,AP,SALINITY,0,,F01,,6.5
TF1.6,5/8/2014,5,B,CHLA,8.54,CBL,L01,,6.5
TF1.6,5/8/2014,5,B,SALINITY,0,,F01,,6.5
TF1.6,6/12/2014,0.5,S,CHLA,21.36,CBL,L01,,7.5
TF1.6,6/12/2014,0.5,S,SALINITY,0,,F01,,7.5
TF1.6,6/12/2014,1,M,SALINITY,0,,F01,,7.5
TF1.6,6/12/2014,2,M,SALINITY,0,,F01,,7.5
TF1.6,6/12/2014,3,AP,CHLA,19.76,CBL,L01,,7.5
TF1.6,6/12/2014,3,AP,SALINITY,0,,F01,,7.5
TF1.6,6/12/2014,6,B,CHLA,21.89,CBL,L01,,7.5
TF1.6,6/12/2014,6,B,SALINITY,0,,F01,,7.5
TF1.6,7/30/2014,0.5,S,CHLA,35.24,CBL,L01,,6.5
TF1.6,7/30/2014,0.5,S,SALINITY,0.58,,F01,,6.5
TF1.6,7/30/2014,1,M,SALINITY,0.58,,F01,,6.5
TF1.6,7/30/2014,2,M,SALINITY,0.58,,F01,,6.5
TF1.6,7/30/2014,3,AP,CHLA,37.38,CBL,L01,,6.5
TF1.6,7/30/2014,3,AP,SALINITY,0.58,,F01,,6.5
TF1.6,7/30/2014,5,B,CHLA,38.45,CBL,L01,,6.5
TF1.6,7/30/2014,5,B,SALINITY,0.58,,F01,,6.5
TF1.6,8/11/2014,0.5,S,CHLA,49.66,CBL,L01,,6.5
TF1.6,8/11/2014,0.5,S,SALINITY,1.31,,F01,,6.5
TF1.6,8/11/2014,1,M,SALINITY,1.3,,F01,,6.5
TF1.6,8/11/2014,2,M,SALINITY,1.29,,F01,,6.5
TF1.6,8/11/2014,3,AP,CHLA,50.2,CBL,L01,,6.5
TF1.6,8/11/2014,3,AP,SALINITY,1.27,,F01,,6.5
TF1.6,8/11/2014,5,B,CHLA,49.13,CBL,L01,,6.5
TF1.6,8/11/2014,5,B,SALINITY,1.29,,F01,,6.5
TF1.6,9/22/2014,0.5,S,CHLA,19.22,CBL,L01,,6.5
TF1.6,9/22/2014,0.5,S,SALINITY,1.83,,F01,,6.5
TF1.6,9/22/2014,1,M,SALINITY,1.82,,F01,,6.5
TF1.6,9/22/2014,2,M,SALINITY,1.82,,F01,,6.5
TF1.6,9/22/2014,3,AP,CHLA,18.16,CBL,L01,,6.5
TF1.6,9/22/2014,3,AP,SALINITY,1.81,,F01,,6.5
TF1.6,9/22/2014,5,B,CHLA,20.29,CBL,L01,,6.5
TF1.6,9/22/2014,5,B,SALINITY,1.81,,F01,,6.5
TF1.6,10/14/2014,0.5,S,CHLA,13.88,CBL,L01,,6.5
TF1.6,10/14/2014,0.5,S,SALINITY,2.47,,F01,,6.5
TF1.6,10/14/2014,1,M,SALINITY,2.48,,F01,,6.5
TF1.6,10/14/2014,2,M,SALINITY,2.67,,F01,,6.5
TF1.6,10/14/2014,3,AP,CHLA,11.75,CBL,L01,,6.5
TF1.6,10/14/2014,3,AP,SALINITY,2.79,,F01,,6.5
TF1.6,10/14/2014,5,B,CHLA,10.15,CBL,L01,,6.5
TF1.6,10/14/2014,5,B,SALINITY,2.97,,F01,,6.5
TF1.6,11/10/2014,0.5,S,CHLA,9.08,CBL,L01,,6.5
TF1.6,11/10/2014,0.5,S,SALINITY,0.85,,F01,,6.5
TF1.6,11/10/2014,1,M,SALINITY,0.85,,F01,,6.5
TF1.6,11/10/2014,2,M,SALINITY,0.85,,F01,,6.5
TF1.6,11/10/2014,3,AP,CHLA,8.54,CBL,L01,,6.5
TF1.6,11/10/2014,3,AP,SALINITY,0.85,,F01,,6.5
TF1.6,11/10/2014,5,B,CHLA,9.08,CBL,L01,,6.5
TF1.6,11/10/2014,5,B,SALINITY,0.87,,F01,,6.5
TF1.7,1/9/1985,0.5,S,CHLA,8.82,MDHMH,L02,,2.6
TF1.7,1/9/1985,0.5,S,SALINITY,2.65,,F01,,2.6
TF1.7,1/9/1985,1.5,M,CHLA,4.49,MDHMH,L02,,2.6
TF1.7,1/9/1985,1.5,M,SALINITY,3.05,,F01,,2.6
TF1.7,1/9/1985,2.6,M,CHLA,3.21,MDHMH,L02,,2.6
TF1.7,1/9/1985,2.6,M,SALINITY,4.72,,F01,,2.6
TF1.7,2/20/1985,0.3,M,SALINITY,0.43,,F01,,3.1
TF1.7,2/20/1985,1.5,M,SALINITY,0.84,,F01,,3.1
TF1.7,2/20/1985,2.6,M,SALINITY,1.58,,F01,,3.1
TF1.7,3/11/1985,0.3,M,SALINITY,4.69,,F01,,3
TF1.7,3/11/1985,1.5,M,SALINITY,5.27,,F01,,3
TF1.7,3/11/1985,2.2,M,SALINITY,5.76,,F01,,3
TF1.7,3/26/1985,0.3,M,SALINITY,3.95,,F01,,3.3
TF1.7,3/26/1985,1.5,M,SALINITY,6.43,,F01,,3.3
TF1.7,3/26/1985,2.6,M,SALINITY,7.43,,F01,,3.3
TF1.7,4/8/1985,0.3,M,SALINITY,3.95,,F01,,3
TF1.7,4/8/1985,1.5,M,SALINITY,4,,F01,,3
TF1.7,4/8/1985,2.6,M,SALINITY,4.78,,F01,,3
TF1.7,4/22/1985,0.3,M,SALINITY,6.74,,F01,,3
TF1.7,4/22/1985,1.5,M,SALINITY,6.93,,F01,,3
TF1.7,4/22/1985,2.6,M,SALINITY,7.18,,F01,,3
TF1.7,5/6/1985,0.3,M,CHLA,31.76,MDHMH,L02,,3.7
TF1.7,5/6/1985,0.3,M,SALINITY,6.62,,F01,,3.7
TF1.7,5/6/1985,1.5,M,CHLA,30.47,MDHMH,L02,,3.7
TF1.7,5/6/1985,1.5,M,SALINITY,6.49,,F01,,3.7
TF1.7,5/6/1985,2.6,M,CHLA,23.26,MDHMH,L02,,3.7
TF1.7,5/6/1985,2.6,M,SALINITY,6.62,,F01,,3.7
TF1.7,5/20/1985,0.3,M,CHLA,9.8,MDHMH,L02,,3
TF1.7,5/20/1985,0.3,M,SALINITY,5.76,,F01,,3
TF1.7,5/20/1985,1.5,M,CHLA,7.66,MDHMH,L02,,3
TF1.7,5/20/1985,1.5,M,SALINITY,5.94,,F01,,3
TF1.7,5/20/1985,2.6,M,CHLA,8.02,MDHMH,L02,,3
TF1.7,5/20/1985,2.6,M,SALINITY,6,,F01,,3
TF1.7,6/3/1985,0.3,M,CHLA,4.49,MDHMH,L02,,3
TF1.7,6/3/1985,0.3,M,SALINITY,3.8,,F01,,3
TF1.7,6/3/1985,1.5,M,CHLA,3.37,MDHMH,L02,,3
TF1.7,6/3/1985,1.5,M,SALINITY,4.93,,F01,,3
TF1.7,6/3/1985,2.6,M,CHLA,3.53,MDHMH,L02,,3
TF1.7,6/3/1985,2.6,M,SALINITY,5.24,,F01,,3
TF1.7,6/17/1985,0.3,M,CHLA,10.48,MDHMH,L02,,3
TF1.7,6/17/1985,0.3,M,SALINITY,5.3,,F01,,3
TF1.7,6/17/1985,1.5,M,CHLA,4.32,MDHMH,L02,,3
TF1.7,6/17/1985,1.5,M,SALINITY,5.66,,F01,,3
TF1.7,6/17/1985,2.6,M,CHLA,3.61,MDHMH,L02,,3
TF1.7,6/17/1985,2.6,M,SALINITY,6.45,,F01,,3
TF1.7,7/17/1985,0.3,M,CHLA,28.14,MDHMH,L02,,3
TF1.7,7/17/1985,0.3,M,SALINITY,8,,F01,,3
TF1.7,7/17/1985,1.5,M,CHLA,22.15,MDHMH,L02,,3
TF1.7,7/17/1985,1.5,M,SALINITY,8,,F01,,3
TF1.7,7/17/1985,2.6,M,CHLA,23.05,MDHMH,L02,,3
TF1.7,7/17/1985,2.6,M,SALINITY,8.07,,F01,,3
TF1.7,8/12/1985,0.3,M,CHLA,25.15,MDHMH,L02,,3
TF1.7,8/12/1985,0.3,M,SALINITY,9.79,,F01,,3
TF1.7,8/12/1985,1.5,M,CHLA,11.98,MDHMH,L02,,3
TF1.7,8/12/1985,1.5,M,SALINITY,9.77,,F01,,3
TF1.7,8/12/1985,2.6,M,CHLA,30.69,MDHMH,L02,,3
TF1.7,8/12/1985,2.6,M,SALINITY,9.84,,F01,,3
TF1.7,8/28/1985,0.3,M,CHLA,22.15,MDHMH,L02,,3
TF1.7,8/28/1985,0.3,M,SALINITY,6.15,,F01,,3
TF1.7,8/28/1985,1.5,M,CHLA,21.56,MDHMH,L02,,3
TF1.7,8/28/1985,1.5,M,SALINITY,6.59,,F01,,3
TF1.7,8/28/1985,2.6,M,CHLA,20.66,MDHMH,L02,,3
TF1.7,8/28/1985,2.6,M,SALINITY,6.77,,F01,,3
TF1.7,9/16/1985,0.3,M,CHLA,43.22,MDHMH,L02,,3
TF1.7,9/16/1985,0.3,M,SALINITY,8.76,,F01,,3
TF1.7,9/16/1985,1.5,M,CHLA,18.9,MDHMH,L02,,3
TF1.7,9/16/1985,1.5,M,SALINITY,9.53,,F01,,3
TF1.7,9/16/1985,2,M,CHLA,18.15,MDHMH,L02,,3
TF1.7,9/16/1985,2,M,SALINITY,9.42,,F01,,3
TF1.7,9/30/1985,0.3,M,CHLA,28.23,MDHMH,L02,,2
TF1.7,9/30/1985,0.3,M,SALINITY,2.01,,F01,,2
TF1.7,9/30/1985,1.5,M,CHLA,19.46,MDHMH,L02,,2
TF1.7,9/30/1985,1.5,M,SALINITY,2.52,,F01,,2
TF1.7,9/30/1985,2,M,CHLA,21.33,MDHMH,L02,,2
TF1.7,9/30/1985,2,M,SALINITY,4.29,,F01,,2
TF1.7,10/15/1985,0.3,M,CHLA,39.67,MDHMH,L02,,3
TF1.7,10/15/1985,0.3,M,SALINITY,7.07,,F01,,3
TF1.7,10/15/1985,1.5,M,CHLA,18.71,MDHMH,L02,,3
TF1.7,10/15/1985,1.5,M,SALINITY,7.62,,F01,,3
TF1.7,10/15/1985,2.6,M,CHLA,12.35,MDHMH,L02,WW,3
TF1.7,10/15/1985,2.6,M,SALINITY,8.27,,F01,,3
TF1.7,10/30/1985,0.3,M,CHLA,43.22,MDHMH,L02,,3
TF1.7,10/30/1985,0.3,M,SALINITY,8.12,,F01,,3
TF1.7,10/30/1985,1.5,M,CHLA,5.05,MDHMH,L02,,3
TF1.7,10/30/1985,1.5,M,SALINITY,9.65,,F01,,3
TF1.7,10/30/1985,2.6,M,CHLA,5.24,MDHMH,L02,,3
TF1.7,10/30/1985,2.6,M,SALINITY,9.78,,F01,,3
TF1.7,11/18/1985,0.3,M,CHLA,5.39,MDHMH,L02,,3
TF1.7,11/18/1985,0.3,M,SALINITY,5.61,,F01,,3
TF1.7,11/18/1985,1.5,M,CHLA,3.44,MDHMH,L02,,3
TF1.7,11/18/1985,1.5,M,SALINITY,6.82,,F01,,3
TF1.7,11/18/1985,2,M,CHLA,4.06,MDHMH,L02,,3
TF1.7,11/18/1985,2,M,SALINITY,7.04,,F01,,3
TF1.7,12/16/1985,0.3,M,CHLA,0.97,MDHMH,L02,,3
TF1.7,12/16/1985,0.3,M,SALINITY,2.5,,F01,,3
TF1.7,12/16/1985,1.5,M,CHLA,0.52,MDHMH,L02,,3
TF1.7,12/16/1985,1.5,M,SALINITY,3.11,,F01,,3
TF1.7,12/16/1985,2.6,M,CHLA,0.52,MDHMH,L02,,3
TF1.7,12/16/1985,2.6,M,SALINITY,3.97,,F01,,3
TF1.7,2/10/1986,0.5,S,CHLA,3.89,MDHMH,L01,,3
TF1.7,2/10/1986,0.5,S,SALINITY,1.74,,F01,,3
TF1.7,2/10/1986,1.5,M,CHLA,3.89,MDHMH,L01,,3
TF1.7,2/10/1986,1.5,M,SALINITY,1.88,,F01,,3
TF1.7,2/10/1986,2.6,B,CHLA,4.19,MDHMH,L01,,3
TF1.7,2/10/1986,2.6,B,SALINITY,2.65,,F01,,3
TF1.7,3/12/1986,0.5,S,CHLA,2.56,MDHMH,L01,,3
TF1.7,3/12/1986,0.5,S,SALINITY,1.27,,F01,,3
TF1.7,3/12/1986,1.5,M,CHLA,2.78,MDHMH,L01,,3
TF1.7,3/12/1986,1.5,M,SALINITY,1.92,,F01,,3
TF1.7,3/12/1986,2.6,B,CHLA,3.2,MDHMH,L01,,3
TF1.7,3/12/1986,2.6,B,SALINITY,2.48,,F01,,3
TF1.7,3/26/1986,0.5,S,CHLA,3.2,MDHMH,L01,,3
TF1.7,3/26/1986,0.5,S,SALINITY,3.47,,F01,,3
TF1.7,3/26/1986,1.5,M,CHLA,3.63,MDHMH,L01,,3
TF1.7,3/26/1986,1.5,M,SALINITY,3.65,,F01,,3
TF1.7,3/26/1986,2.6,B,CHLA,3.2,MDHMH,L01,,3
TF1.7,3/26/1986,2.6,B,SALINITY,4.34,,F01,,3
TF1.7,4/9/1986,0.5,S,CHLA,4.98,MDHMH,L01,,3
TF1.7,4/9/1986,0.5,S,SALINITY,2.79,,F01,,3
TF1.7,4/9/1986,1.5,M,CHLA,4.86,MDHMH,L01,,3
TF1.7,4/9/1986,1.5,M,SALINITY,2.78,,F01,,3
TF1.7,4/9/1986,2.6,B,CHLA,4.78,MDHMH,L01,,3
TF1.7,4/9/1986,2.6,B,SALINITY,3.78,,F01,,3
TF1.7,4/23/1986,0.5,S,CHLA,4.49,MDHMH,L01,,3
TF1.7,4/23/1986,0.5,S,SALINITY,1.38,,F01,,3
TF1.7,4/23/1986,1.5,M,CHLA,5.23,MDHMH,L01,,3
TF1.7,4/23/1986,1.5,M,SALINITY,2.14,,F01,,3
TF1.7,4/23/1986,2.6,B,CHLA,6.73,MDHMH,L01,,3
TF1.7,4/23/1986,2.6,B,SALINITY,2.37,,F01,,3
TF1.7,5/7/1986,0.5,S,CHLA,25.92,MDHMH,L01,,3
TF1.7,5/7/1986,0.5,S,SALINITY,3.66,,F01,,3
TF1.7,5/7/1986,1.5,M,CHLA,18.94,MDHMH,L01,,3
TF1.7,5/7/1986,1.5,M,SALINITY,4.48,,F01,,3
TF1.7,5/7/1986,2.6,B,CHLA,16.7,MDHMH,L01,,3
TF1.7,5/7/1986,2.6,B,SALINITY,5.11,,F01,,3
TF1.7,5/21/1986,0.5,S,CHLA,9.61,MDHMH,L01,,3.1
TF1.7,5/21/1986,0.5,S,SALINITY,4.05,,F01,,3.1
TF1.7,5/21/1986,1.5,M,CHLA,6.62,MDHMH,L01,,3.1
TF1.7,5/21/1986,1.5,M,SALINITY,4.5,,F01,,3.1
TF1.7,5/21/1986,2.6,B,CHLA,6.19,MDHMH,L01,,3.1
TF1.7,5/21/1986,2.6,B,SALINITY,5.1,,F01,,3.1
TF1.7,6/3/1986,0.5,S,CHLA,29.41,MDHMH,L01,,3
TF1.7,6/3/1986,0.5,S,SALINITY,6.06,,F01,,3
TF1.7,6/3/1986,1.5,M,CHLA,19.44,MDHMH,L01,,3
TF1.7,6/3/1986,1.5,M,SALINITY,6.12,,F01,,3
TF1.7,6/3/1986,2.6,B,CHLA,12.71,MDHMH,L01,,3
TF1.7,6/3/1986,2.6,B,SALINITY,6.25,,F01,,3
TF1.7,6/9/1986,0.5,S,CHLA,21.36,MDHMH,L01,,3
TF1.7,6/9/1986,0.5,S,SALINITY,6.11,,F01,,3
TF1.7,6/9/1986,1.5,M,CHLA,13.03,MDHMH,L01,,3
TF1.7,6/9/1986,1.5,M,SALINITY,6.16,,F01,,3
TF1.7,6/9/1986,2.6,B,CHLA,8.76,MDHMH,L01,,3
TF1.7,6/9/1986,2.6,B,SALINITY,6.53,,F01,,3
TF1.7,6/23/1986,0.5,S,CHLA,21.79,MDHMH,L01,,3
TF1.7,6/23/1986,0.5,S,SALINITY,8.82,,F01,,3
TF1.7,6/23/1986,1.5,M,CHLA,11.11,MDHMH,L01,,3
TF1.7,6/23/1986,1.5,M,SALINITY,9.65,,F01,,3
TF1.7,6/23/1986,2.6,B,CHLA,10.47,MDHMH,L01,,3
TF1.7,6/23/1986,2.6,B,SALINITY,9.53,,F01,,3
TF1.7,7/7/1986,0.5,S,CHLA,17.38,MDHMH,L01,,3
TF1.7,7/7/1986,0.5,S,SALINITY,6.87,,F01,,3
TF1.7,7/7/1986,1.5,M,CHLA,14.02,MDHMH,L01,,3
TF1.7,7/7/1986,1.5,M,SALINITY,7.3,,F01,,3
TF1.7,7/7/1986,2.6,B,CHLA,5.79,MDHMH,L01,,3
TF1.7,7/7/1986,2.6,B,SALINITY,8.06,,F01,,3
TF1.7,7/21/1986,0.5,S,CHLA,17.73,MDHMH,L01,,2.8
TF1.7,7/21/1986,0.5,S,SALINITY,7.43,,F01,,2.8
TF1.7,7/21/1986,1.5,M,CHLA,15.33,MDHMH,L01,,2.8
TF1.7,7/21/1986,1.5,M,SALINITY,7.56,,F01,,2.8
TF1.7,7/21/1986,2.6,B,CHLA,14.95,MDHMH,L01,,2.8
TF1.7,7/21/1986,2.6,B,SALINITY,7.68,,F01,,2.8
TF1.7,8/4/1986,0.5,S,CHLA,25.2,MDHMH,L01,,3.5
TF1.7,8/4/1986,0.5,S,SALINITY,8.25,,F01,,3.5
TF1.7,8/4/1986,1.5,M,CHLA,12.82,MDHMH,L01,,3.5
TF1.7,8/4/1986,1.5,M,SALINITY,9.01,,F01,,3.5
TF1.7,8/4/1986,2.6,B,CHLA,13.46,MDHMH,L01,,3.5
TF1.7,8/4/1986,2.6,B,SALINITY,9.14,,F01,,3.5
TF1.7,8/18/1986,0.5,S,CHLA,18.32,MDHMH,L01,,3
TF1.7,8/18/1986,0.5,S,SALINITY,6.56,,F01,,3
TF1.7,8/18/1986,1.5,M,CHLA,16.26,MDHMH,L01,,3
TF1.7,8/18/1986,1.5,M,SALINITY,6.68,,F01,,3
TF1.7,8/18/1986,2.6,B,CHLA,17.01,MDHMH,L01,,3
TF1.7,8/18/1986,2.6,B,SALINITY,6.68,,F01,,3
TF1.7,9/2/1986,0.5,S,CHLA,26.66,MDHMH,L01,,3.8
TF1.7,9/2/1986,0.5,S,SALINITY,8.5,,F01,,3.8
TF1.7,9/2/1986,1.5,M,CHLA,11.46,MDHMH,L01,,3.8
TF1.7,9/2/1986,1.5,M,SALINITY,8.89,,F01,,3.8
TF1.7,9/2/1986,2.6,B,CHLA,15.45,MDHMH,L01,,3.8
TF1.7,9/2/1986,2.6,B,SALINITY,8.69,,F01,,3.8
TF1.7,9/15/1986,0.5,S,CHLA,17.19,MDHMH,L01,,3.4
TF1.7,9/15/1986,0.5,S,SALINITY,8.78,,F01,,3.4
TF1.7,9/15/1986,1.5,M,CHLA,8.04,MDHMH,L01,,3.4
TF1.7,9/15/1986,1.5,M,SALINITY,8.85,,F01,,3.4
TF1.7,9/15/1986,2.6,B,CHLA,8.6,MDHMH,L01,,3.4
TF1.7,9/15/1986,2.6,B,SALINITY,8.81,,F01,,3.4
TF1.7,9/22/1986,0.5,S,CHLA,8.47,MDHMH,L01,,3
TF1.7,9/22/1986,0.5,S,SALINITY,8.74,,F01,,3
TF1.7,9/22/1986,1.5,M,CHLA,6.48,MDHMH,L01,,3
TF1.7,9/22/1986,1.5,M,SALINITY,9.16,,F01,,3
TF1.7,9/22/1986,2.6,B,CHLA,5.48,MDHMH,L01,,3
TF1.7,9/22/1986,2.6,B,SALINITY,10,,F01,,3
TF1.7,10/1/1986,0.5,S,CHLA,12.21,MDHMH,L01,,3.6
TF1.7,10/1/1986,0.5,S,SALINITY,9.08,,F01,,3.6
TF1.7,10/1/1986,1.5,M,CHLA,7.97,MDHMH,L01,,3.6
TF1.7,10/1/1986,1.5,M,SALINITY,9.12,,F01,,3.6
TF1.7,10/1/1986,2.6,B,CHLA,9.22,MDHMH,L01,,3.6
TF1.7,10/1/1986,2.6,B,SALINITY,9.6,,F01,,3.6
TF1.7,10/6/1986,0.5,S,CHLA,5.55,MDHMH,L01,,3
TF1.7,10/6/1986,0.5,S,SALINITY,8.76,,F01,,3
TF1.7,10/6/1986,1.5,M,CHLA,11.59,MDHMH,L01,,3
TF1.7,10/6/1986,1.5,M,SALINITY,8.85,,F01,,3
TF1.7,10/6/1986,2.6,B,CHLA,10.09,MDHMH,L01,,3
TF1.7,10/6/1986,2.6,B,SALINITY,8.85,,F01,,3
TF1.7,10/22/1986,0.5,S,CHLA,5.77,MDHMH,L01,,3
TF1.7,10/22/1986,0.5,S,SALINITY,10.24,,F01,,3
TF1.7,10/22/1986,1.5,M,CHLA,5.13,MDHMH,L01,,3
TF1.7,10/22/1986,1.5,M,SALINITY,10.17,,F01,,3
TF1.7,10/22/1986,2.6,B,CHLA,5.34,MDHMH,L01,,3
TF1.7,10/22/1986,2.6,B,SALINITY,10.76,,F01,,3
TF1.7,11/5/1986,0.5,S,CHLA,17.01,MDHMH,L01,,3.5
TF1.7,11/5/1986,0.5,S,SALINITY,10.04,,F01,,3.5
TF1.7,11/5/1986,1.5,M,CHLA,7.85,MDHMH,L01,,3.5
TF1.7,11/5/1986,1.5,M,SALINITY,9.98,,F01,,3.5
TF1.7,11/5/1986,3,B,CHLA,5.42,MDHMH,L01,,3.5
TF1.7,11/5/1986,3,B,SALINITY,9.78,,F01,,3.5
TF1.7,12/3/1986,0.5,S,CHLA,8.22,MDHMH,L01,,3
TF1.7,12/3/1986,0.5,S,SALINITY,8.76,,F01,,3
TF1.7,12/3/1986,1.5,M,CHLA,6.88,MDHMH,L01,,3
TF1.7,12/3/1986,1.5,M,SALINITY,8.89,,F01,,3
TF1.7,12/3/1986,2.5,B,CHLA,5.77,MDHMH,L01,,3
TF1.7,12/3/1986,2.5,B,SALINITY,9.01,,F01,,3
TF1.7,1/19/1987,0.5,S,CHLA,14.52,MDHMH,L01,,3.2
TF1.7,1/19/1987,0.5,S,SALINITY,4.79,,F01,,3.2
TF1.7,1/19/1987,1.5,M,CHLA,14.1,MDHMH,L01,,3.2
TF1.7,1/19/1987,1.5,M,SALINITY,5.01,,F01,,3.2
TF1.7,1/19/1987,2.6,B,CHLA,9.18,MDHMH,L01,,3.2
TF1.7,1/19/1987,2.6,B,SALINITY,6.22,,F01,,3.2
TF1.7,2/2/1987,0.5,S,CHLA,19.25,MDHMH,L01,,3
TF1.7,2/2/1987,0.5,S,SALINITY,5.72,,F01,,3
TF1.7,2/2/1987,1.5,M,CHLA,12.9,MDHMH,L01,,3
TF1.7,2/2/1987,1.5,M,SALINITY,6.27,,F01,,3
TF1.7,2/2/1987,2.6,B,CHLA,22.61,MDHMH,L01,,3
TF1.7,2/2/1987,2.6,B,SALINITY,6.93,,F01,,3
TF1.7,3/16/1987,0.5,S,CHLA,28.66,MDHMH,L01,,3
TF1.7,3/16/1987,0.5,S,SALINITY,4.9,,F01,,3
TF1.7,3/16/1987,1.5,M,CHLA,18.19,MDHMH,L01,,3
TF1.7,3/16/1987,1.5,M,SALINITY,5.93,,F01,,3
TF1.7,3/16/1987,2.6,B,CHLA,10.47,MDHMH,L01,,3
TF1.7,3/16/1987,2.6,B,SALINITY,6.95,,F01,,3
TF1.7,3/30/1987,0.5,S,CHLA,2.49,MDHMH,L01,,3
TF1.7,3/30/1987,0.5,S,SALINITY,4.45,,F01,,3
TF1.7,3/30/1987,1.5,M,CHLA,1.99,MDHMH,L01,,3
TF1.7,3/30/1987,1.5,M,SALINITY,4.86,,F01,,3
TF1.7,3/30/1987,2.6,B,CHLA,1.99,MDHMH,L01,,3
TF1.7,3/30/1987,2.6,B,SALINITY,5.51,,F01,,3
TF1.7,4/13/1987,0.5,S,CHLA,2.99,MDHMH,L01,,3
